w_dist,critic_loss,gen_loss,lp
958.745361328125,-926.1463623046875,745.0653686523438,32.59901428222656
1072.2197265625,-1032.1868896484375,801.80859375,40.03278350830078
1140.74853515625,-1093.426513671875,846.4586181640625,47.32203674316406
1209.566650390625,-1155.0125732421875,892.4285278320312,54.55404281616211
1229.720703125,-1163.6748046875,947.480712890625,66.04585266113281
1272.374755859375,-1195.6416015625,972.112548828125,76.73316192626953
1249.465576171875,-1167.71484375,972.7015991210938,81.75067901611328
1274.42578125,-1185.4866943359375,1009.1290283203125,88.93911743164062
1344.239501953125,-1245.3515625,1047.3818359375,98.88800048828125
1346.56689453125,-1226.9708251953125,1128.07958984375,119.59603118896484
1460.6763916015625,-1337.8721923828125,1252.111572265625,122.80419921875
1542.1905517578125,-1404.979248046875,1292.7662353515625,137.21124267578125
1644.366455078125,-1498.43994140625,1347.4603271484375,145.92648315429688
1591.1201171875,-1440.3597412109375,1331.69580078125,150.7603759765625
1587.7108154296875,-1434.170166015625,1327.552490234375,153.54067993164062
1567.4893798828125,-1420.1412353515625,1394.337646484375,147.34815979003906
1565.639892578125,-1413.0234375,1469.7945556640625,152.616455078125
1680.5792236328125,-1519.3822021484375,1528.6126708984375,161.19699096679688
1773.9259033203125,-1604.005859375,1567.8675537109375,169.9200439453125
1884.9476318359375,-1697.8033447265625,1609.1265869140625,187.144287109375
1866.5849609375,-1663.7392578125,1638.89306640625,202.84564208984375
2072.21142578125,-1863.5606689453125,1758.362060546875,208.65078735351562
1952.56689453125,-1717.815673828125,1818.85400390625,234.75125122070312
2190.561279296875,-1949.0653076171875,1939.351806640625,241.4959716796875
2200.7265625,-1938.35009765625,1968.5869140625,262.3764953613281
2367.407470703125,-2086.0869140625,2115.62353515625,281.3206481933594
2358.078857421875,-2047.4921875,2227.95166015625,310.586669921875
2210.88818359375,-1865.250244140625,2219.794189453125,345.6379699707031
2506.954833984375,-2156.4345703125,2312.3037109375,350.5201721191406
2461.37109375,-2073.7783203125,2359.012939453125,387.59271240234375
2823.4775390625,-2413.17138671875,2447.6513671875,410.30615234375
2734.295654296875,-2281.60546875,2539.8076171875,452.6902770996094
2671.52978515625,-2200.020751953125,2622.62158203125,471.509033203125
3348.1650390625,-2876.91943359375,2790.082275390625,471.24566650390625
2948.095703125,-2398.76806640625,2701.75537109375,549.3276977539062
3123.537109375,-2588.99755859375,2828.16357421875,534.53955078125
3159.31103515625,-2599.18310546875,3034.284423828125,560.1280517578125
3443.2041015625,-2867.028076171875,3178.51416015625,576.1760864257812
3245.147705078125,-2617.353515625,3343.610595703125,627.7943115234375
3179.1220703125,-2499.864501953125,3531.0,679.2575073242188
3577.66943359375,-2914.5498046875,3667.052734375,663.1195068359375
3475.9375,-2733.635986328125,3542.95556640625,742.301513671875
3787.216064453125,-3011.516357421875,3726.562255859375,775.6997680664062
4093.84326171875,-3201.7138671875,3807.4970703125,892.12939453125
4077.0869140625,-3221.5,4134.5166015625,855.5868530273438
3785.129638671875,-2864.22412109375,4032.415283203125,920.9056396484375
3847.58447265625,-2873.4169921875,4054.691162109375,974.16748046875
4472.03466796875,-3416.65234375,4076.63037109375,1055.38232421875
4410.2919921875,-3329.61474609375,4245.8154296875,1080.67724609375
4046.901123046875,-2914.7041015625,4133.78564453125,1132.197021484375
4658.046875,-3476.4775390625,4254.9013671875,1181.5694580078125
4354.47216796875,-3157.267822265625,4079.5732421875,1197.204345703125
3966.863037109375,-2798.130859375,3919.302490234375,1168.732177734375
4421.5556640625,-3269.451904296875,3683.357177734375,1152.103759765625
3759.83349609375,-2614.041015625,3729.967529296875,1145.79248046875
4331.82177734375,-3253.9990234375,4047.87841796875,1077.82275390625
3592.716796875,-2558.927001953125,3976.263671875,1033.789794921875
3540.30029296875,-2492.3642578125,3747.373046875,1047.93603515625
4109.41552734375,-3023.3349609375,3775.84375,1086.0804443359375
4080.478759765625,-2962.6875,3810.96435546875,1117.791259765625
3528.9228515625,-2447.6826171875,3999.4013671875,1081.2401123046875
3281.05419921875,-2253.574462890625,3796.8671875,1027.479736328125
3781.867919921875,-2699.771484375,3766.03515625,1082.0965576171875
4085.87060546875,-2946.66748046875,3982.099365234375,1139.2030029296875
3481.91748046875,-2453.1513671875,3627.9248046875,1028.7659912109375
3106.10986328125,-2058.9404296875,3253.888427734375,1047.1693115234375
3276.021240234375,-2172.262939453125,3074.482421875,1103.75830078125
3649.069580078125,-2506.50146484375,3078.36474609375,1142.5682373046875
3068.41748046875,-1959.7559814453125,3076.13427734375,1108.6614990234375
3258.34765625,-2096.052734375,2930.12548828125,1162.2947998046875
3309.14208984375,-2124.871337890625,2796.53271484375,1184.270751953125
2808.558349609375,-1571.2265625,2840.48828125,1237.331787109375
2967.67431640625,-1764.0078125,3052.04296875,1203.66650390625
2242.189453125,-1077.916015625,2848.9755859375,1164.2734375
2941.84228515625,-1737.938232421875,2549.9794921875,1203.904052734375
3279.72265625,-2037.34130859375,2420.37841796875,1242.38134765625
2741.937744140625,-1522.9071044921875,2452.482666015625,1219.0306396484375
2111.28369140625,-999.7113037109375,1903.7879638671875,1111.5723876953125
1696.470947265625,-576.4842529296875,1952.72265625,1119.9866943359375
2637.709716796875,-1490.6942138671875,1960.9156494140625,1147.0155029296875
2821.634765625,-1671.104248046875,1793.49658203125,1150.530517578125
2388.0986328125,-1285.8712158203125,1919.2283935546875,1102.2274169921875
1532.93359375,-492.873291015625,1763.5634765625,1040.060302734375
2713.771484375,-1681.4859619140625,2138.43505859375,1032.2855224609375
2178.98095703125,-1214.04931640625,1968.6729736328125,964.9315795898438
1494.287841796875,-504.5513916015625,1974.3060302734375,989.7364501953125
1806.487548828125,-877.82861328125,1719.94775390625,928.658935546875
1113.36962890625,-232.82568359375,1618.173583984375,880.5439453125
1562.13037109375,-706.8364868164062,1431.141357421875,855.2938842773438
1807.8558349609375,-946.8933715820312,1481.20654296875,860.9624633789062
1460.8310546875,-653.9185180664062,1711.020751953125,806.9125366210938
1285.966064453125,-530.6741943359375,2086.749755859375,755.2918701171875
1781.8187255859375,-1024.9295654296875,2337.779296875,756.88916015625
1627.1134033203125,-889.782958984375,2523.41748046875,737.3304443359375
1494.864501953125,-751.912109375,2128.16015625,742.952392578125
1692.4775390625,-976.6829223632812,2144.96484375,715.7946166992188
1710.74169921875,-978.3753662109375,2290.43798828125,732.3663330078125
1575.7139892578125,-867.0973510742188,2353.671630859375,708.6166381835938
1385.009033203125,-691.416259765625,2544.327392578125,693.5927734375
1901.7156982421875,-1208.835693359375,2726.795654296875,692.8799438476562
1789.307861328125,-1107.006591796875,2609.647216796875,682.30126953125
1813.693115234375,-1140.512451171875,2797.072509765625,673.1806640625
1453.634765625,-788.6097412109375,2836.2080078125,665.0250244140625
1777.670654296875,-1114.333740234375,2870.7626953125,663.3369140625
1884.150146484375,-1198.193115234375,2838.342529296875,685.95703125
1545.622802734375,-890.737548828125,3187.94189453125,654.88525390625
1660.3863525390625,-1021.9859008789062,3272.859375,638.4004516601562
1554.560546875,-918.8348999023438,3166.4052734375,635.7256469726562
1498.917724609375,-868.0010375976562,3018.2998046875,630.9166870117188
1669.2130126953125,-1016.0347900390625,2568.212890625,653.17822265625
1790.71875,-1113.1943359375,2389.8115234375,677.5244750976562
1648.734375,-1001.94921875,2503.29736328125,646.78515625
1137.72216796875,-566.0067749023438,2898.5283203125,571.7153930664062
1250.408935546875,-682.1727294921875,3204.31396484375,568.2362060546875
1196.032958984375,-644.9415283203125,2753.14453125,551.0914306640625
1247.0059814453125,-723.7669677734375,2355.50537109375,523.239013671875
1389.536865234375,-884.8006591796875,2069.46728515625,504.7362060546875
763.5359497070312,-246.662109375,1730.363037109375,516.8738403320312
1327.95654296875,-810.093505859375,1541.125244140625,517.863037109375
1376.3460693359375,-876.1407470703125,1510.35888671875,500.205322265625
1250.7705078125,-788.9363403320312,1925.927001953125,461.83416748046875
1302.618896484375,-863.1480102539062,2124.69287109375,439.47088623046875
1606.02099609375,-1149.6685791015625,1825.113037109375,456.3523864746094
1344.8448486328125,-892.3231811523438,1381.23291015625,452.52166748046875
1339.2861328125,-875.5172119140625,1254.51025390625,463.7688903808594
1299.917724609375,-866.7846069335938,1417.8353271484375,433.13311767578125
1773.896728515625,-1327.116943359375,1760.744140625,446.77984619140625
2003.8717041015625,-1536.51318359375,1546.48046875,467.3585510253906
1983.1417236328125,-1524.9317626953125,1246.693359375,458.2099914550781
2176.91259765625,-1678.499267578125,1396.9019775390625,498.413330078125
2168.6005859375,-1666.456787109375,1037.5472412109375,502.143798828125
2243.76220703125,-1682.08740234375,1295.9715576171875,561.6748657226562
2144.41162109375,-1537.703857421875,1043.462646484375,606.7078247070312
2132.761962890625,-1574.9942626953125,1345.50634765625,557.7677001953125
2262.9921875,-1649.0421142578125,1377.568603515625,613.9500732421875
2562.99365234375,-1925.8958740234375,2151.07177734375,637.0977783203125
2353.5634765625,-1680.8270263671875,2299.859130859375,672.7364501953125
2453.10302734375,-1762.63232421875,1755.6051025390625,690.470703125
2321.61376953125,-1664.087890625,1493.34912109375,657.5259399414062
2676.599609375,-1938.1180419921875,1102.201416015625,738.4815673828125
2616.37841796875,-1736.99951171875,1402.090087890625,879.3789672851562
2381.600830078125,-1561.3017578125,1051.28271484375,820.2991333007812
1983.32080078125,-1198.0123291015625,1169.9210205078125,785.3084716796875
2231.25390625,-1317.0947265625,1207.07958984375,914.1592407226562
1556.802978515625,-639.6727294921875,1312.0382080078125,917.1302490234375
1891.7891845703125,-980.6096801757812,1625.061767578125,911.1795043945312
1476.25927734375,-621.772705078125,1060.3289794921875,854.486572265625
1418.621826171875,-519.9288330078125,495.4303894042969,898.6929931640625
1872.455078125,-1052.963623046875,435.166748046875,819.491455078125
1404.466796875,-562.4188232421875,-306.9078674316406,842.0479736328125
1438.11328125,-667.4986572265625,548.66650390625,770.6146240234375
2004.962646484375,-1143.2218017578125,-199.20379638671875,861.7408447265625
1291.739013671875,-566.406494140625,-250.10955810546875,725.33251953125
1093.5498046875,-342.22137451171875,191.4973907470703,751.3284301757812
818.480712890625,-111.1492919921875,-63.38585662841797,707.3314208984375
936.49169921875,-239.2227783203125,-146.08734130859375,697.2689208984375
521.6390380859375,90.1661376953125,383.6466064453125,611.80517578125
691.2978515625,-88.10626220703125,177.542724609375,603.1915893554688
215.1951141357422,333.47442626953125,18.59695816040039,548.6695556640625
306.35577392578125,232.95538330078125,492.5519104003906,539.3111572265625
31.567459106445312,485.15869140625,233.97552490234375,516.7261352539062
67.71334838867188,453.1655578613281,-319.16693115234375,520.87890625
484.76068115234375,69.639404296875,-552.7477416992188,554.4000854492188
143.74440002441406,357.788330078125,-466.65911865234375,501.53271484375
-62.634002685546875,535.2113037109375,-74.08503723144531,472.5772705078125
-61.951637268066406,508.0695495605469,250.11248779296875,446.117919921875
-174.48822021484375,602.984619140625,510.7016296386719,428.4963684082031
-96.26165771484375,503.3271179199219,514.16015625,407.0654602050781
173.80630493164062,236.14920043945312,388.599853515625,409.95550537109375
8.248123168945312,397.85186767578125,211.5526580810547,406.0999755859375
-97.8333969116211,498.2417297363281,-32.379150390625,400.4083251953125
117.15058898925781,262.7994384765625,106.09329223632812,379.95001220703125
56.3676643371582,318.0087890625,181.77310180664062,374.37646484375
53.464454650878906,326.8645324707031,385.6265563964844,380.3289794921875
234.1700897216797,119.50849914550781,304.6182861328125,353.6785888671875
86.988525390625,252.35296630859375,360.8753662109375,339.34149169921875
105.45611572265625,218.02365112304688,809.9161376953125,323.4797668457031
-76.000732421875,395.5554504394531,815.407958984375,319.5547180175781
28.03373146057129,279.8890686035156,1155.6634521484375,307.92279052734375
13.473916053771973,286.1249084472656,1384.9635009765625,299.59881591796875
266.1658630371094,19.557037353515625,1579.90185546875,285.722900390625
50.911476135253906,238.66195678710938,1723.8326416015625,289.57342529296875
111.43230438232422,156.31655883789062,1555.988037109375,267.7488708496094
145.8978271484375,119.31900024414062,1320.55517578125,265.2168273925781
290.21783447265625,-41.25286865234375,1480.9195556640625,248.9649658203125
221.7764892578125,27.921112060546875,1494.50927734375,249.69760131835938
269.1875305175781,-28.905517578125,1533.383056640625,240.28201293945312
268.160888671875,-35.898406982421875,1537.197265625,232.26248168945312
291.1784362792969,-56.18902587890625,1752.76318359375,234.98941040039062
338.90972900390625,-127.49267578125,1904.377197265625,211.41705322265625
334.82769775390625,-111.0274658203125,2181.5908203125,223.80023193359375
292.7244873046875,-101.06791687011719,1716.2012939453125,191.6565704345703
323.30181884765625,-127.43161010742188,1939.8651123046875,195.87020874023438
344.8327941894531,-153.81607055664062,1543.00830078125,191.0167236328125
310.4466552734375,-129.38027954101562,1170.2757568359375,181.06637573242188
254.21279907226562,-59.95307922363281,890.9228515625,194.2597198486328
375.614501953125,-197.9823760986328,1118.547607421875,177.6321258544922
382.9659118652344,-206.48477172851562,1670.7298583984375,176.48114013671875
249.9526824951172,-61.35987854003906,1914.151611328125,188.59280395507812
301.8753662109375,-136.82223510742188,1584.04296875,165.05313110351562
320.65966796875,-168.8435516357422,1527.458251953125,151.8161163330078
272.4742736816406,-126.71035766601562,1178.8148193359375,145.763916015625
312.25592041015625,-162.39378356933594,1063.1431884765625,149.8621368408203
457.81695556640625,-306.6782531738281,881.4004516601562,151.13870239257812
389.454833984375,-238.10284423828125,1065.6800537109375,151.35198974609375
289.3018798828125,-150.3851776123047,1436.112060546875,138.9167022705078
349.6053466796875,-205.4315643310547,2037.6220703125,144.1737823486328
456.15521240234375,-312.4076843261719,2023.11376953125,143.74752807617188
410.068359375,-279.98944091796875,1593.02587890625,130.07891845703125
245.25537109375,-126.5982666015625,1374.950439453125,118.6571044921875
240.57357788085938,-122.74776458740234,1042.0009765625,117.82581329345703
311.5035705566406,-186.2261505126953,592.0117797851562,125.27742004394531
394.57269287109375,-272.31158447265625,432.77197265625,122.2611083984375
263.73382568359375,-138.0581512451172,243.26089477539062,125.67567443847656
245.29702758789062,-141.81805419921875,820.44921875,103.47897338867188
262.1949157714844,-153.89645385742188,1132.306884765625,108.29845428466797
310.83575439453125,-197.56289672851562,1371.615966796875,113.27286529541016
248.7002410888672,-135.50161743164062,1317.5400390625,113.19862365722656
230.0466766357422,-130.32821655273438,1123.1328125,99.71846008300781
308.1737976074219,-211.79132080078125,785.65673828125,96.38248443603516
237.77642822265625,-147.40792846679688,767.7570190429688,90.3685073852539
226.35824584960938,-131.50466918945312,283.007080078125,94.85357666015625
240.92994689941406,-149.81680297851562,300.34637451171875,91.11314392089844
204.76266479492188,-119.6551513671875,620.140869140625,85.10751342773438
204.9990692138672,-117.48003387451172,479.2086181640625,87.51903533935547
235.46600341796875,-149.39974975585938,228.96949768066406,86.06624603271484
260.8016052246094,-178.93186950683594,325.4529113769531,81.86973571777344
285.8920593261719,-206.64886474609375,574.5909423828125,79.24320220947266
258.19085693359375,-175.31015014648438,977.708740234375,82.88069915771484
276.3802795410156,-191.20108032226562,787.4979248046875,85.17919921875
225.10484313964844,-138.42153930664062,591.2086181640625,86.68331146240234
285.0754089355469,-204.87445068359375,339.82275390625,80.20095825195312
240.5950927734375,-159.01321411132812,10.602582931518555,81.58187866210938
285.5181579589844,-209.20355224609375,44.271270751953125,76.31461334228516
377.14251708984375,-295.2149963378906,194.48886108398438,81.92752838134766
218.79501342773438,-140.00869750976562,-1.6914024353027344,78.78632354736328
245.98138427734375,-171.05282592773438,52.30248260498047,74.92855072021484
262.4498596191406,-187.3311004638672,195.8157958984375,75.11875915527344
207.53329467773438,-132.84201049804688,334.0061340332031,74.6912841796875
255.91891479492188,-174.82806396484375,412.02520751953125,81.0908432006836
311.4691467285156,-231.94039916992188,952.1087036132812,79.52873992919922
307.66082763671875,-224.73648071289062,1226.6939697265625,82.92434692382812
296.68988037109375,-208.99453735351562,853.6771240234375,87.69535064697266
202.00897216796875,-108.50012969970703,436.3150329589844,93.50884246826172
319.52545166015625,-242.11399841308594,463.4641418457031,77.41145324707031
242.9212188720703,-168.6300048828125,-8.244613647460938,74.29121398925781
394.55316162109375,-316.4161682128906,-125.40599060058594,78.13699340820312
344.450439453125,-269.138916015625,-131.16383361816406,75.31153869628906
342.58404541015625,-256.820556640625,287.0553894042969,85.76350402832031
282.651611328125,-202.75515747070312,141.23867797851562,79.89645385742188
388.833984375,-306.65521240234375,-356.79315185546875,82.17876434326172
327.0716247558594,-247.44461059570312,-84.29412841796875,79.62701416015625
327.04998779296875,-254.33172607421875,648.8609619140625,72.71826934814453
305.02734375,-224.128662109375,947.2222290039062,80.89867401123047
353.21502685546875,-267.96380615234375,1150.3807373046875,85.251220703125
316.40643310546875,-236.37454223632812,725.717529296875,80.03189086914062
248.53248596191406,-167.13931274414062,577.0927734375,81.3931655883789
309.631591796875,-217.86415100097656,152.63748168945312,91.76744079589844
421.944091796875,-326.6619873046875,-123.94953155517578,95.28211975097656
266.6833190917969,-163.67079162597656,-189.32247924804688,103.01252746582031
221.2488555908203,-137.31082153320312,41.378780364990234,83.93802642822266
271.8238525390625,-186.16339111328125,577.7974853515625,85.66046142578125
422.9432678222656,-323.1484375,587.6759643554688,99.79484558105469
288.84088134765625,-200.45059204101562,-16.45258331298828,88.39028930664062
235.85801696777344,-149.69813537597656,-351.9803466796875,86.15988159179688
346.11297607421875,-262.2297058105469,-646.9135131835938,83.88327026367188
400.1177978515625,-299.6844177246094,-1035.7459716796875,100.43338012695312
261.9068298339844,-167.61619567871094,-695.871337890625,94.29063415527344
287.2641906738281,-201.2240753173828,-40.686546325683594,86.04011535644531
368.393310546875,-285.253173828125,797.538330078125,83.14012145996094
551.81982421875,-445.8152160644531,1578.37548828125,106.00460052490234
533.2303466796875,-409.0782470703125,1757.40771484375,124.15210723876953
324.7131042480469,-203.88595581054688,1711.438720703125,120.8271484375
366.8575439453125,-262.3221435546875,888.37060546875,104.535400390625
373.427978515625,-270.58563232421875,528.0457763671875,102.84233093261719
574.5971069335938,-439.0103759765625,-205.4381866455078,135.5867462158203
496.0362854003906,-366.29815673828125,-452.54833984375,129.73812866210938
251.63766479492188,-148.5154266357422,-328.1516418457031,103.12223815917969
380.46734619140625,-290.31365966796875,-174.5644073486328,90.15367126464844
640.7048950195312,-541.05517578125,58.92201614379883,99.64974212646484
251.53736877441406,-124.54961395263672,195.0200958251953,126.98775482177734
633.5814208984375,-480.45965576171875,60.86389923095703,153.12176513671875
361.40667724609375,-233.01473999023438,-376.1680908203125,128.39193725585938
368.7574462890625,-252.5541534423828,-1013.5487670898438,116.20329284667969
250.42431640625,-138.35081481933594,-776.4259643554688,112.07350158691406
488.17376708984375,-375.93756103515625,-779.0897827148438,112.2362060546875
537.0986328125,-425.884033203125,-526.0689697265625,111.21458435058594
492.13592529296875,-379.489501953125,-0.9042787551879883,112.64640808105469
751.7900390625,-635.3728637695312,149.078125,116.41716766357422
643.0931396484375,-492.85205078125,647.039306640625,150.2410888671875
537.3667602539062,-396.4469909667969,1284.4176025390625,140.91976928710938
674.5606079101562,-515.8959350585938,1668.632568359375,158.66468811035156
544.0426635742188,-361.9284362792969,1878.7552490234375,182.11422729492188
390.63421630859375,-199.69033813476562,1989.1995849609375,190.94387817382812
422.88958740234375,-257.7174377441406,1391.3109130859375,165.17214965820312
190.36767578125,-35.07879638671875,807.9957275390625,155.28887939453125
269.8724365234375,-127.03248596191406,451.5802001953125,142.83995056152344
257.2637939453125,-101.5557861328125,-123.43302154541016,155.7080078125
354.56365966796875,-194.8016815185547,-391.59466552734375,159.76197814941406
151.30908203125,-0.1583404541015625,-257.9179992675781,151.15074157714844
345.70770263671875,-223.49961853027344,-57.014522552490234,122.20808410644531
411.830078125,-293.67236328125,-67.61798095703125,118.15771484375
571.7562255859375,-453.8475646972656,97.9862060546875,117.9086685180664
475.57379150390625,-340.085693359375,401.0530090332031,135.48809814453125
644.99462890625,-515.06298828125,293.4871826171875,129.93165588378906
893.5669555664062,-754.0465087890625,255.60691833496094,139.52044677734375
732.887451171875,-583.7469482421875,278.9239501953125,149.14047241210938
901.9132080078125,-738.3971557617188,294.3070983886719,163.5160675048828
809.8887939453125,-626.2681884765625,126.20259094238281,183.62063598632812
553.12939453125,-358.9197692871094,174.2823944091797,194.20962524414062
560.1688232421875,-365.3836669921875,370.5235595703125,194.78514099121094
508.3366394042969,-308.6025695800781,1037.3790283203125,199.73406982421875
220.66748046875,3.5095367431640625,1370.87255859375,224.17701721191406
46.758880615234375,146.93284606933594,892.4334716796875,193.6917266845703
77.54381561279297,93.64324188232422,657.12646484375,171.1870574951172
61.42025375366211,121.11483764648438,481.8807678222656,182.53509521484375
328.2518005371094,-156.04006958007812,222.83641052246094,172.21173095703125
109.1025161743164,64.63317108154297,382.51934814453125,173.73568725585938
217.8008270263672,-46.23240661621094,99.96757507324219,171.56842041015625
-24.647705078125,177.55325317382812,324.360107421875,152.90554809570312
305.65899658203125,-180.26394653320312,347.3133544921875,125.39505004882812
364.1767883300781,-246.75692749023438,741.2698364257812,117.41986083984375
452.5670166015625,-327.5456848144531,975.1203002929688,125.02132415771484
506.34637451171875,-383.73736572265625,610.4428100585938,122.6090087890625
605.7625122070312,-489.09197998046875,408.0296936035156,116.67051696777344
522.9812622070312,-402.7083435058594,114.30020904541016,120.27291870117188
416.2818603515625,-292.4532775878906,-187.3890838623047,123.82858276367188
450.692626953125,-315.7057189941406,-449.5264892578125,134.98690795898438
330.3521728515625,-196.736083984375,-263.01190185546875,133.6160888671875
199.94998168945312,-67.01446533203125,-189.75860595703125,132.93551635742188
102.40006256103516,24.43761444091797,-4.98488712310791,126.83767700195312
182.4691619873047,-59.601585388183594,147.69305419921875,122.8675765991211
155.0823516845703,-39.20243835449219,200.56436157226562,115.87991333007812
100.70816040039062,18.028961181640625,187.99310302734375,118.73712158203125
100.04994201660156,14.750480651855469,168.33523559570312,114.80042266845703
139.6800079345703,-31.275115966796875,812.8460693359375,108.40489196777344
218.84481811523438,-118.58303833007812,498.66510009765625,100.26177978515625
267.9358215332031,-172.17971801757812,156.77005004882812,95.75611114501953
232.393310546875,-126.888427734375,-61.83110046386719,105.5048828125
301.22576904296875,-208.18409729003906,-19.02948760986328,93.04167175292969
303.9130554199219,-203.52459716796875,-187.07763671875,100.3884506225586
277.96099853515625,-186.09356689453125,239.31756591796875,91.867431640625
331.0254821777344,-239.53720092773438,743.523193359375,91.48828125
440.2279052734375,-315.8602294921875,1238.86669921875,124.36766052246094
269.1961975097656,-145.78099060058594,926.3828125,123.41520690917969
40.21405029296875,73.81349182128906,291.6629638671875,114.02754211425781
137.82077026367188,-47.29351043701172,-307.96533203125,90.52725982666016
290.79736328125,-192.66464233398438,-698.640625,98.1327133178711
312.7322082519531,-181.21897888183594,-1324.65576171875,131.5132293701172
79.06564331054688,66.43852233886719,-1285.8983154296875,145.50416564941406
168.51768493652344,-82.18990325927734,-614.00732421875,86.3277816772461
366.37493896484375,-284.67974853515625,270.26904296875,81.69517517089844
519.1015014648438,-400.2939147949219,988.4511108398438,118.80758666992188
544.0540771484375,-442.1960754394531,956.0047607421875,101.85799407958984
347.43658447265625,-238.34385681152344,917.0424194335938,109.09272766113281
424.408203125,-326.3173828125,792.5344848632812,98.09080505371094
359.2008056640625,-276.6784362792969,254.44467163085938,82.5223617553711
400.1034851074219,-305.24090576171875,-356.6266784667969,94.86257934570312
714.8248291015625,-574.746337890625,-860.606201171875,140.0784912109375
457.7069091796875,-298.3300476074219,-1067.602294921875,159.37686157226562
272.5938720703125,-165.55325317382812,-491.21710205078125,107.0406265258789
257.6398010253906,-162.48281860351562,179.402099609375,95.15697479248047
226.38735961914062,-139.80001831054688,327.69305419921875,86.58734130859375
375.55780029296875,-283.80450439453125,1043.304931640625,91.7532958984375
402.11968994140625,-291.3343505859375,1066.2786865234375,110.78533172607422
205.74081420898438,-108.30570220947266,562.877197265625,97.43511199951172
280.4661560058594,-204.32852172851562,40.60912322998047,76.13763427734375
322.9278564453125,-248.6329803466797,-483.4364318847656,74.29487609863281
571.3718872070312,-483.5207214355469,-978.0390625,87.85116577148438
584.8035888671875,-469.09967041015625,-1348.5765380859375,115.70392608642578
529.9628295898438,-419.2342224121094,-1311.6083984375,110.72859954833984
297.79925537109375,-204.4647674560547,-814.382568359375,93.33448791503906
417.5323181152344,-329.0517578125,-232.68435668945312,88.48054504394531
386.2640075683594,-286.6249084472656,-85.50957489013672,99.63909149169922
409.80810546875,-302.9471435546875,187.51498413085938,106.86094665527344
94.35974884033203,-1.5747909545898438,130.56947326660156,92.78495788574219
346.9915771484375,-249.62637329101562,446.158935546875,97.36520385742188
113.5141830444336,-20.87390899658203,8.865304946899414,92.64027404785156
185.02703857421875,-106.65767669677734,-345.5595703125,78.3693618774414
243.1747283935547,-150.48974609375,-394.56121826171875,92.68497467041016
376.6410827636719,-289.68218994140625,-457.2112731933594,86.95890808105469
324.3695983886719,-235.860595703125,-303.87847900390625,88.50900268554688
334.20947265625,-241.34716796875,-148.40518188476562,92.8623046875
455.34576416015625,-367.23712158203125,80.61616516113281,88.10865783691406
483.041015625,-396.1923828125,97.02783203125,86.84864807128906
502.1089782714844,-409.8282470703125,404.721923828125,92.28074645996094
473.32354736328125,-368.22760009765625,270.3908386230469,105.095947265625
333.18756103515625,-211.24270629882812,1.0537281036376953,121.9448471069336
385.18878173828125,-275.7672119140625,-398.7447814941406,109.42155456542969
339.6390380859375,-229.74081420898438,-988.6057739257812,109.89822387695312
303.9710693359375,-188.29409790039062,-1335.229736328125,115.67697143554688
210.9349365234375,-96.29759216308594,-1092.6600341796875,114.63734436035156
217.35003662109375,-113.4724349975586,-918.0010375976562,103.87760162353516
203.65567016601562,-100.19818115234375,-463.29852294921875,103.45748901367188
